user_id,early_plays,early_unique_artists,early_unique_tracks,late_plays,late_unique_artists,late_unique_tracks,play_change,artist_change,track_change,Drift_Score,Drift_Class,raw_drift,Cluster,Drift_Label
user_000034,15773,552,4504,3645,128,915,-0.7688601496132876,-0.7667269439421338,-0.7966703662597114,8.622063554576753e-05,High,0.7765632529058687,1,0
user_000038,2646,97,1329,11727,330,3433,3.430676237249717,2.377551020408163,1.5819548872180451,0.00029257897953278674,High,2.560122267187749,1,0
user_000039,13998,288,1653,1,1,1,-0.9998571326523323,-0.9930795847750865,-0.9987908101571947,0.00011178354681008918,High,0.9975039715406173,1,0
user_000040,10224,866,2363,8749,654,2504,-0.14425427872860636,-0.24452133794694347,0.05964467005076142,1.360575816133823e-05,Low,0.14895151389075403,1,1
user_000041,8118,2022,5120,4013,861,2431,-0.5056041384406946,-0.573900148294612,-0.5250927553212263,5.791759276172173e-05,Medium,0.5319395264610294,1,2
user_000044,5140,347,940,8029,239,1419,0.5619529274460222,-0.3103448275862069,0.5090329436769394,5.081995400432101e-05,Medium,0.4705945023573528,1,2
user_000050,12362,551,3753,1411,324,1128,-0.8857882391005419,-0.411231884057971,-0.6992541289291423,7.591148812323926e-05,High,0.6874610995363508,1,0
user_000052,21474,724,6621,11437,512,3914,-0.4673806752037253,-0.2924137931034483,-0.4087888855330716,4.234126944870573e-05,Medium,0.39731307367244606,1,2
user_000053,7007,2215,4605,8822,2932,6027,0.2589897260273973,0.32355595667870035,0.308727746417716,3.0304725663958007e-05,Low,0.2932810013398838,1,1
user_000054,51017,354,3384,39914,231,3735,-0.21762907209220275,-0.3464788732394366,0.10369276218611521,2.206942214179663e-05,Low,0.22210311946454664,3,1
user_000055,4340,260,810,10879,144,882,1.5063349458650082,-0.4444444444444444,0.08877928483353884,8.459363965963011e-05,High,0.7625010971293983,1,0
user_000056,10108,1115,4493,3539,657,1768,-0.649816994757147,-0.4103942652329749,-0.6063640409434802,6.173741135257133e-05,Medium,0.5649542897557953,1,2
user_000060,24134,2104,12162,375,176,357,-0.9844209654029418,-0.9159144893111639,-0.9705664720874784,0.0001074110817582973,High,0.9597126745807694,1,0
user_000064,16863,803,3103,17165,862,3469,0.01790796963946869,0.07338308457711443,0.11791237113402062,3.840687321536417e-06,Low,0.06455182456912799,1,1
user_000067,32818,2410,5306,18540,1482,3509,-0.4350528657180292,-0.3849025300705102,-0.3386093838326738,4.161949000199475e-05,Low,0.3910747204581668,0,1
user_000069,30045,387,3197,7876,259,1686,-0.7378353191772615,-0.32989690721649484,-0.4724828017510944,5.836980906038474e-05,Medium,0.5358480403611814,0,2
user_000070,12674,99,1939,5636,106,1238,-0.5552662721893491,0.07,-0.361340206185567,3.7041673921799916e-05,Low,0.35150857073140973,1,1
user_000072,8100,715,1885,13272,1030,3161,0.638439698802617,0.4399441340782123,0.6765641569459173,6.467320012263698e-05,Medium,0.5903283668282857,1,2
user_000074,44140,1335,8698,29584,1880,9396,-0.3297614462744387,0.40793413173652693,0.08023910794344177,2.857796195534632e-05,Low,0.27835655041376606,0,1
user_000075,14882,578,3342,15736,545,3059,0.057380904387556275,-0.05699481865284974,-0.08465450194436135,3.944277676018773e-06,Low,0.06544715793418583,1,1
user_000078,13474,1343,4455,35,10,31,-0.9973283858998144,-0.9918154761904762,-0.992818671454219,0.00011141534525706497,High,0.9943215986533344,1,0
user_000082,877,104,401,15627,573,3116,16.799544419134396,4.466666666666667,6.753731343283582,0.00116331815227291,High,10.085937170638832,1,0
user_000084,19020,265,1416,13128,249,999,-0.30976289364386733,-0.06015037593984962,-0.29428369795342274,2.3010327223296018e-05,Low,0.23023537962552865,1,1
user_000086,4083,423,2177,14313,976,4387,2.5048971596474043,1.304245283018868,1.014692378328742,0.00019278952627361324,High,1.6976401622632449,1,0
user_000087,7641,205,1206,12971,463,2526,0.697461397539911,1.2524271844660195,1.0936205468102733,0.00011008216286674301,High,0.9827988783988523,1,0
user_000089,30522,647,6670,17618,542,4620,-0.42276316220554994,-0.16203703703703703,-0.3073002548343577,3.2228295632955816e-05,Low,0.3099064524436384,0,1
user_000090,8548,203,1316,4010,141,960,-0.5308223183998129,-0.30392156862745096,-0.27031131359149585,4.087022302713151e-05,Low,0.3845987920256092,1,1
user_000091,4089,721,3248,14347,905,6002,2.508068459657702,0.2548476454293629,0.8476454293628809,0.00015071338702519414,High,1.3339753063007538,1,0
user_000093,1,1,1,39632,694,4087,19815.5,346.5,2043.0,1.0,High,8643.050000000001,2,0
user_000095,15788,1236,5537,30531,1658,7436,0.9337513458737096,0.34114793856103476,0.3429035752979415,6.332964472835346e-05,Medium,0.5787159925071768,2,2
user_000096,11734,1214,5106,2455,777,1795,-0.7907115466553046,-0.3596707818930041,-0.6483258272958684,6.795390976364347e-05,Medium,0.6186836014187836,1,2
user_000097,51288,3220,11841,20564,2737,9252,-0.599036830509466,-0.1499534306116113,-0.21862861003208917,3.688903901622387e-05,Low,0.35018934439689653,0,1
user_000103,9395,257,2101,8705,435,2400,-0.07343550446998723,0.689922480620155,0.1422454804947669,2.8655254361654233e-05,Low,0.27902459012247144,1,1
user_000104,13046,1079,4726,1,1,1,-0.9998467080554917,-0.9981481481481481,-0.9995768986672308,0.0001119862798827003,High,0.9992561972668104,1,0
user_000105,9879,346,1996,4452,197,1240,-0.5492914979757085,-0.42939481268011526,-0.3785678517776665,4.983776199709815e-05,Medium,0.4621053985276179,1,2
user_000108,22095,1915,10409,3574,639,1463,-0.8382060101375814,-0.6659707724425887,-0.8593659942363112,8.81088856845626e-05,High,0.7928834340587025,1,0
user_000112,16173,1114,4987,24092,1639,9539,0.48961295907011254,0.47085201793721976,0.9125902165196471,6.705078230600195e-05,Medium,0.610877853965105,2,2
user_000113,14745,357,1346,7145,456,1715,-0.5153940051539401,0.276536312849162,0.2739420935412027,3.933167861392232e-05,Low,0.3713011239786855,1,1
user_000116,4538,640,2348,10790,1863,5974,1.377395902181097,1.9079563182527302,1.543635589612601,0.00017992316168265936,High,1.5864359332320381,1,0
user_000117,8035,298,2128,10672,342,2617,0.3281483325037332,0.14715719063545152,0.22968529826209488,2.4639005885944556e-05,Low,0.2443120796707572,1,1
user_000120,15911,677,5342,5886,769,5264,-0.6300276520864756,0.13569321533923304,-0.014598540145985401,3.0746421591945856e-05,Low,0.2970985874801558,1,1
user_000121,24489,510,3170,4206,257,925,-0.8282155982033483,-0.49510763209393344,-0.7079785556606749,7.64611798764845e-05,High,0.6922120956077218,1,0
user_000122,10303,442,1880,5395,224,1163,-0.4763198757763975,-0.49209932279909707,-0.38118022328548645,4.872778123833717e-05,Medium,0.45251181413593405,1,2
user_000124,11554,372,1030,8202,248,631,-0.2900908697533535,-0.3324396782841823,-0.38700290979631424,3.47693837398128e-05,Low,0.33186912432549037,1,1
user_000125,1939,122,785,16671,359,2881,7.59381443298969,1.9268292682926829,2.6666666666666665,0.0005072553979311946,High,4.4155745536836815,1,0
user_000129,19725,335,4176,17769,442,4554,-0.09915847105343202,0.31845238095238093,0.09049557098395979,1.5155709707710745e-05,Low,0.16234777400227504,1,1
user_000131,8809,442,1724,27903,2249,8471,2.1673098751418842,4.07900677200903,3.911304347826087,0.00037401985660003435,High,3.264017286007289,2,0
user_000132,18740,726,3115,17411,838,4444,-0.07091403873859453,0.15405777166437415,0.42650834403080873,1.980543659830766e-05,Low,0.20253545020399266,1,1
user_000133,9260,859,3952,3143,672,1595,-0.6605118237771299,-0.21744186046511627,-0.5962560080951176,5.5184122274486244e-05,Medium,0.5083140900789221,1,2
user_000134,24544,508,5738,16620,781,5459,-0.32283560806681605,0.5363457760314342,-0.048614741244119186,3.161692890423338e-05,Low,0.3046223984093924,0,1
user_000135,22178,2623,12005,17616,2494,8541,-0.2056900671806664,-0.04916158536585366,-0.2885224054639347,1.7612426625169837e-05,Low,0.18358122412120306,0,1
user_000137,16405,219,1433,31409,429,3425,0.9145434597098623,0.9545454545454546,1.389121338912134,0.00012004610568307053,High,1.0689174219212214,2,0
user_000141,48591,413,2167,25718,318,1687,-0.47071534408956206,-0.22946859903381642,-0.22140221402214022,3.380655545998232e-05,Low,0.3235473815526118,0,1
user_000142,26878,635,4233,9912,519,2854,-0.6311990773466275,-0.18238993710691823,-0.3256967406707605,4.3219731119662276e-05,Medium,0.4049056342719546,0,2
user_000147,50150,2071,6082,25974,837,2687,-0.48206416621802156,-0.5955598455598455,-0.5581127733026467,5.872609798117277e-05,Medium,0.5389274521459563,0,2
user_000149,13267,550,5878,55561,1066,12129,3.1876695809466384,0.9364791288566243,1.0632760673583943,0.00021330946685215694,High,1.874994391243161,2,0
user_000151,6543,371,2662,4971,230,1772,-0.2402200488997555,-0.3790322580645161,-0.334209538114908,3.2246125742602795e-05,Low,0.3100605584137294,1,1
user_000152,40,11,35,12860,450,4346,312.6829268292683,36.583333333333336,119.75,0.019893722452212804,High,171.97317073170734,1,0
user_000154,14060,427,2916,3842,301,1676,-0.7266908470236825,-0.29439252336448596,-0.42509427494000684,5.497682065313793e-05,Medium,0.5065223783008208,1,2
user_000155,67124,793,4182,54913,1088,4921,-0.1819143389199255,0.371536523929471,0.1766674635429118,2.381925202985884e-05,Low,0.23722693180968507,3,1
user_000159,14401,540,6641,9064,582,4728,-0.3705735314539647,0.07763401109057301,-0.2880156579343571,2.6213945635594174e-05,Low,0.25792431328906495,1,1
user_000160,15119,869,3444,34579,1016,6159,1.287037037037037,0.16896551724137931,0.7880986937590712,8.915604807420473e-05,High,0.80193407811495,2,0
user_000161,13948,1467,5210,7119,1050,4015,-0.48956914474155855,-0.2840599455040872,-0.22932258683554022,3.6848899475549216e-05,Low,0.34984241759851165,1,1
user_000162,23025,1184,19504,6544,954,5010,-0.7157561017979676,-0.1940928270042194,-0.7430915149961548,6.202706172437082e-05,Medium,0.5674577433192993,0,2
user_000165,18856,916,1667,6106,609,1391,-0.6761414859203478,-0.33478735005452565,-0.16546762589928057,4.502783237771371e-05,Medium,0.420533087154281,1,2
user_000169,8532,276,1508,10679,371,2076,0.25161139106996366,0.34296028880866425,0.3764082173624917,3.2985977191442866e-05,Low,0.31645510827933226,1,1
user_000170,27172,1595,6960,23451,783,2285,-0.13693740109667685,-0.5087719298245614,-0.6715989082028444,4.368028520836833e-05,Medium,0.4088862118468925,0,2
user_000174,26835,3972,11355,13359,2369,6662,-0.5021612758980474,-0.4034734457588724,-0.4132617118703769,4.796106340959899e-05,Medium,0.44588505764799374,0,2
user_000178,10493,1219,4499,22906,2879,9159,1.182866399847532,1.360655737704918,1.0355555555555556,0.000134287950005742,High,1.1920099479171549,1,0
user_000180,24976,814,2751,23827,1056,3323,-0.04600232213636546,0.2969325153374233,0.20784883720930233,1.6022022847285722e-05,Low,0.16983533461856387,0,1
user_000181,9408,275,2032,3788,135,1079,-0.5973004570092465,-0.5072463768115942,-0.46876537137235613,5.789262241154057e-05,Medium,0.5317237072588837,1,2
user_000182,19936,821,6981,10644,657,4762,-0.4660681145608667,-0.19951338199513383,-0.31781724434259523,3.589830753401638e-05,Low,0.3416264337256654,1,1
user_000188,23622,826,5429,18217,854,7417,-0.22880243830165517,0.03385731559854897,0.3661141804788214,2.084407533210601e-05,Low,0.21151242414387317,0,1
user_000189,10156,196,4321,2420,186,1806,-0.7616422171901152,-0.050761421319796954,-0.581906524757057,5.358088387460735e-05,Medium,0.4944572706991023,1,2
user_000190,22392,344,6751,16107,334,3635,-0.2806680659134551,-0.028985507246376812,-0.46149289099526064,2.6385926353229126e-05,Low,0.25941074583787327,0,1
user_000195,11335,194,542,11082,325,1201,-0.022318278052223008,0.6717948717948717,1.2136279926335174,6.284812060703348e-05,Medium,0.5745541705494059,1,2
user_000196,9163,76,1349,4623,122,947,-0.4954168485377564,0.5974025974025974,-0.29777777777777775,5.037177142506242e-05,Medium,0.4667208519692151,1,2
user_000199,30074,1044,7494,60294,1454,11161,1.0048212801330008,0.3923444976076555,0.4892595063375584,7.347583604745823e-05,High,0.6664097132367646,2,0
user_000203,19512,542,3471,26943,382,3449,0.3808230410495567,-0.2946593001841621,-0.006336405529953917,2.4444149018661995e-05,Low,0.2426279281340575,2,1
user_000205,21039,649,2219,32121,1157,3657,0.5267110266159696,0.7815384615384615,0.6477477477477478,7.035893431251014e-05,Medium,0.6394702734322506,2,2
user_000206,28663,1375,5849,6553,932,2986,-0.771350823332403,-0.32194767441860467,-0.4894017094017094,6.023224911543869e-05,Medium,0.5519451444790554,0,2
user_000208,7460,990,1896,9793,915,2362,0.31269266854309075,-0.07568113017154389,0.24565102793885082,2.1996946929137344e-05,Low,0.22147671485035472,1,1
user_000209,14016,382,3243,3439,148,1533,-0.7545837197688521,-0.6109660574412533,-0.5271270036991369,7.079756958264725e-05,Medium,0.6432614062496579,1,2
user_000210,18112,3088,11866,9431,2603,7706,-0.47926903329100645,-0.15700874069278084,-0.3505519507878992,3.6170132359566234e-05,Low,0.3439758207606066,1,1
user_000215,16879,462,2928,18854,644,5640,0.11700236966824644,0.3930885529157667,0.9259132809832707,4.756958448879349e-05,Medium,0.44250149803700983,1,2
user_000217,10239,230,623,5444,249,665,-0.46826171875,0.08225108225108226,0.0673076923076923,2.3234431824019462e-05,Low,0.23217231986763237,1,1
user_000222,21772,416,5248,13791,781,2925,-0.3665549074541864,0.8752997601918465,-0.4425604877119451,5.907928305838182e-05,Medium,0.5419800373528121,1,2
user_000223,23854,515,6250,2035,113,1129,-0.9146510165583736,-0.7790697674418605,-0.8192289233722604,9.417928561937113e-05,High,0.8453500138675856,1,0
user_000226,4204,414,2266,13781,894,6192,2.2775267538644473,1.1566265060240963,1.7318041464490517,0.0002020339509731187,High,1.7775398972877232,1,0
user_000229,20338,660,5825,2609,269,1665,-0.8716751069374109,-0.5915279878971256,-0.7140405080672846,8.202966213283509e-05,High,0.7403405915642873,1,0
user_000233,89403,2904,9745,28085,2546,8555,-0.6858529819694869,-0.12323580034423408,-0.12210137492304535,3.662906051546502e-05,Low,0.3479423453679786,3,1
user_000234,10631,222,1335,13586,182,1359,0.27793453724604966,-0.17937219730941703,0.017964071856287425,1.6084427089579584e-05,Low,0.1703746956481312,1,1
user_000235,38729,1073,6239,2,2,2,-0.9999225406661503,-0.9972067039106145,-0.9995192307692308,0.0001119551101481996,High,0.9989867966704138,0,0
user_000237,9935,1424,4383,12772,1266,4348,0.28552737520128824,-0.11087719298245614,-0.007983576642335767,1.3711932533403177e-05,Low,0.14986918096795285,1,1
user_000238,8494,302,1420,6458,339,1539,-0.23967039434961743,0.12211221122112212,0.08374384236453201,1.4609280227266574e-05,Low,0.15762497381554322,1,1
user_000239,11449,495,2446,10773,542,3128,-0.05903930131004367,0.09475806451612903,0.2787086228034328,1.2067431366085604e-05,Low,0.13565572671988602,1,1
user_000242,19490,405,5076,9294,362,3466,-0.5231132317479863,-0.10591133004926108,-0.31711640732716173,3.526510054472199e-05,Low,0.3361536139121214,1,1
user_000249,53947,1310,12366,10581,763,6236,-0.8038481500704382,-0.41723874904652936,-0.49567397105199323,6.526150259417956e-05,Medium,0.5954130760577321,0,2
user_000250,38182,610,4419,20058,644,3532,-0.4746614985726632,0.05564648117839607,-0.20067873303167422,2.7236487732025348e-05,Low,0.2667621636920864,0,1
user_000251,16526,809,2985,4915,540,1655,-0.7025473467658983,-0.33209876543209876,-0.4454119223040857,5.5873471122866425e-05,Medium,0.5142721450272146,1,2
user_000255,44998,366,4649,24731,251,2486,-0.45038778639525323,-0.3133514986376022,-0.46516129032258063,4.423827768741938e-05,Medium,0.41370895124615614,0,2
user_000256,16000,375,4051,5826,129,1873,-0.6358352602962315,-0.6542553191489362,-0.5375123395853899,6.716492619651054e-05,Medium,0.6118644017387904,1,2
user_000259,13347,401,2675,15250,508,3443,0.14256817500749175,0.26616915422885573,0.28699551569506726,2.2170492329387093e-05,Low,0.2229766709801736,1,1
user_000260,22783,721,3165,1,1,1,-0.9999122191011236,-0.997229916897507,-0.9993682880606444,0.00011195019895405889,High,0.9989443491278948,1,0
user_000261,13926,523,2749,165,23,120,-0.9880807065412508,-0.9541984732824428,-0.956,0.00010840369213836475,High,0.9682918246012331,1,0
user_000262,11539,355,3690,8484,230,2570,-0.2647313691507799,-0.351123595505618,-0.3034408019506909,3.134381465912926e-05,Low,0.30226186689720463,1,1
user_000264,7026,218,1063,9279,428,3147,0.32062046392486127,0.958904109589041,1.9586466165413534,0.00011247883998443616,High,1.003513403409063,1,0
user_000266,14938,2167,7478,900,288,781,-0.9396880647968405,-0.8666974169741697,-0.8954405669207113,0.00010102488085193824,High,0.9045166210872004,1,0
user_000267,20472,1641,5747,1873,357,1168,-0.908464807307185,-0.781973203410475,-0.796624913013222,9.32091782571598e-05,High,0.8369653578499832,1,0
user_000269,10331,1724,4432,12262,765,2416,0.18689508323654666,-0.5559420289855073,-0.45477103541619673,4.010349560422925e-05,Low,0.37797195261512984,1,1
user_000271,27800,797,4031,5089,421,1475,-0.8169130606812705,-0.47117794486215536,-0.6339285714285714,7.253721328013143e-05,Medium,0.6582971791597262,0,2
user_000273,61101,613,3871,7732,462,2848,-0.8734411312232006,-0.24592833876221498,-0.26420454545454547,5.4501748144797136e-05,Medium,0.5024163177543084,0,2
user_000274,66669,1486,8233,58464,2027,9840,-0.12306884655767211,0.36381977135171484,0.19516638328880254,2.1470125222156947e-05,Low,0.21692338501522404,3,1
user_000276,11238,543,3288,3401,205,1037,-0.6973040306077053,-0.6213235294117647,-0.6844025539677714,7.396521645894831e-05,High,0.670639437256943,1,0
user_000279,6679,584,2919,5168,430,2400,-0.22619760479041917,-0.26324786324786326,-0.17773972602739727,2.2147195806524257e-05,Low,0.22277531869874584,1,1
user_000280,27158,789,5530,16010,857,5279,-0.4104716668507677,0.08607594936708861,-0.04538058217320557,1.993157030730374e-05,Low,0.20362562620239533,0,1
user_000281,25798,1066,7071,7409,444,3156,-0.7127795650994224,-0.5829428303655108,-0.553591628959276,6.880876878030688e-05,Medium,0.626072163837205,0,2
user_000284,7503,1235,3620,11623,2047,5821,0.5490405117270789,0.656957928802589,0.6078431372549019,6.56830507361783e-05,Medium,0.5990565245080789,1,2
user_000285,14803,267,4043,2940,113,1569,-0.8013374763577411,-0.5746268656716418,-0.6117705242334323,7.463798722315096e-05,High,0.6764542075146187,1,0
user_000289,3794,314,630,9599,406,937,1.5296442687747036,0.2920634920634921,0.4865293185419968,9.418918225704744e-05,High,0.8454355506915281,1,0
user_000290,24663,1312,8234,17131,874,4997,-0.30538436587739215,-0.3335872048743336,-0.3930783242258652,3.572787765234656e-05,Low,0.3401534050810165,0,1
user_000293,57759,1929,11692,5060,286,2226,-0.9123788088642659,-0.8512953367875647,-0.809544171726674,9.624492529564518e-05,High,0.863203376099978,0,0
user_000294,21331,919,3746,14237,768,3888,-0.33255203450215637,-0.1641304347826087,0.03789698425406992,1.877496205466857e-05,Low,0.19362903951186616,1,1
user_000296,10814,1106,4124,9365,1083,3269,-0.13398058252427184,-0.02077687443541102,-0.20727272727272728,1.0488282487550652e-05,Low,0.12200711352215021,1,1
user_000298,80689,1366,6324,11680,1159,4548,-0.8552360887346635,-0.15142648134601316,-0.2807905138339921,5.095474854065078e-05,Medium,0.47175953404786697,3,2
user_000300,13354,287,1945,4865,220,910,-0.6356420816173718,-0.2326388888888889,-0.5318602261048304,5.232545402979963e-05,Medium,0.48360656714506445,1,2
user_000303,14013,1189,4698,6315,850,3037,-0.5493078350221208,-0.2848739495798319,-0.3534794637156842,4.395136482155704e-05,Medium,0.41122915799750315,1,2
user_000304,32391,850,7769,2752,372,1627,-0.9150098789824648,-0.5616921269095182,-0.7904761904761904,8.565268512245436e-05,High,0.7716544468086985,0,0
user_000306,28280,844,7191,1355,68,615,-0.9520526148297443,-0.9183431952662722,-0.914349276974416,0.00010404606680496436,High,0.9306287876041042,0,0
user_000309,19818,275,2407,9216,148,1267,-0.5349412180231091,-0.4601449275362319,-0.473421926910299,5.353336261232042e-05,Medium,0.4940465435432029,1,2
user_000312,17243,1294,4390,4246,681,1715,-0.753711435861749,-0.47335907335907335,-0.6092006376679572,6.882963230300024e-05,Medium,0.6262524876528088,1,2
user_000313,49325,3328,16218,28825,1283,8730,-0.4156023192636743,-0.614298588164614,-0.46168074480547505,5.2953493916724455e-05,Medium,0.48903472759649647,3,2
user_000317,17694,547,7137,21668,600,7587,0.22458321559762645,0.09671532846715329,0.0630428691510227,1.2310982709833693e-05,Low,0.13776074552450338,1,1
user_000319,6206,317,2978,10685,600,5022,0.721604639922668,0.889937106918239,0.6861362873447465,8.447363264307248e-05,High,0.7614638742479629,1,0
user_000320,7985,749,3704,7285,1060,3949,-0.0876533934385174,0.4146666666666667,0.06612685560053981,1.711701984169036e-05,Low,0.1792994140555689,1,1
user_000322,15778,929,10389,3017,372,2501,-0.808733126307117,-0.5989247311827957,-0.7591915303176131,8.09406372238577e-05,High,0.7309281289729694,1,0
user_000323,22553,593,5809,1605,144,435,-0.9287931187372528,-0.7558922558922558,-0.9249569707401033,9.769912086126078e-05,High,0.8757720154846088,1,0
user_000325,8509,496,3408,3733,218,1640,-0.5612220916568743,-0.5593561368209256,-0.5186271633910238,5.976235336253925e-05,Medium,0.5478838267263345,1,2
user_000326,16037,1173,4747,3048,580,1687,-0.8098890135927173,-0.5051107325383305,-0.6444818871103623,7.3756256372226e-05,High,0.6688333913316947,1,0
user_000329,9718,493,2248,51573,1349,5507,4.30651301574236,1.7327935222672064,1.4490884837705647,0.00030612141716378254,High,2.6771698081082755,2,0
user_000337,13744,1161,5984,656,326,613,-0.952200800291015,-0.7185886402753873,-0.8974101921470342,9.653146797770593e-05,High,0.8656799698431324,1,0
user_000338,28140,612,3944,15228,448,2193,-0.45883230873103303,-0.26753670473083196,-0.4438529784537389,4.2299241860932e-05,Medium,0.3969498284477845,0,2
user_000340,4203,253,1763,18997,466,5337,3.5190294957183634,0.8385826771653543,2.026077097505669,0.0002586657660369372,High,2.2670097306886525,1,0
user_000341,17215,960,10248,3820,593,2894,-0.7780552973977695,-0.38189386056191466,-0.7175334178944287,7.054174417662904e-05,Medium,0.6410503024960108,1,2
user_000344,30860,905,7715,7482,1075,3932,-0.7575256796604128,0.18763796909492272,-0.49027993779160184,5.4961000443053795e-05,Medium,0.5063856439301225,0,2
user_000345,46891,4594,20891,6017,1680,4934,-0.8716625437174784,-0.6341675734494016,-0.7637851809304997,8.523574711081105e-05,High,0.7680508438009618,0,0
user_000346,9596,293,2049,11151,256,2553,0.16202980097947275,-0.12585034013605442,0.24585365853658536,1.6772661674154474e-05,Low,0.17632311999358102,1,1
user_000348,48833,1049,6711,41612,2025,8686,-0.14786828848752917,0.9295238095238095,0.29424910607866506,4.5692658309325274e-05,Medium,0.42627919007575404,3,2
user_000349,65777,784,5196,48293,885,8985,-0.26580315607041866,0.1286624203821656,0.7290744660380989,3.844555352956085e-05,Low,0.3636423283542468,3,1
user_000351,7028,420,3061,6504,391,3195,-0.07454829990041258,-0.0688836104513064,0.043762246897452645,3.73207394893168e-06,Low,0.06361307716479274,1,1
user_000353,11481,100,870,2552,51,471,-0.77765197700749,-0.48514851485148514,-0.4580941446613088,6.510189546409822e-05,Medium,0.5940335886568342,1,2
user_000356,15809,498,3499,13188,493,3713,-0.16578115117014547,-0.01002004008016032,0.061142857142857145,6.514464391742038e-06,Low,0.08766132963496344,1,1
user_000357,52078,1414,10290,29391,862,7253,-0.4356266441367922,-0.3901060070671378,-0.2951122339908658,4.0316867509705366e-05,Low,0.37981612997211794,3,1
user_000361,18065,742,3452,542,54,296,-0.9699435403520426,-0.9259757738896366,-0.9139878366637706,0.0001051264430124096,High,0.9399664993068393,1,0
user_000366,35661,841,6911,18649,500,6050,-0.47703437832987494,-0.40498812351543945,-0.12456597222222222,3.683010540001069e-05,Low,0.34967998005324846,0,1
user_000370,24533,1168,9914,11761,415,2955,-0.52058367979131,-0.6441402908468776,-0.7018658598083711,6.718470115956013e-05,Medium,0.6120353171130987,0,2
user_000371,19174,675,7543,1,1,1,-0.9998956975228162,-0.9970414201183432,-0.9997348886532343,0.00011195561633363855,High,0.9989911716405997,1,0
